28.3539734	0.0103777
27.9125290	0.0115054
27.5929661	0.0125481
27.0944443	0.0142055
26.7296982	0.0154564
26.2752571	0.0172513
25.5869827	0.0206515
24.9238300	0.0240646
24.3402367	0.0279789
23.9395676	0.0310915
23.1430817	0.0378844
22.5621376	0.0437774
21.7663078	0.0534924
21.1467934	0.0626828
20.6381340	0.0714447
20.0957508	0.0809769
19.6902390	0.0914182
19.2778893	0.1015381
18.8335838	0.1134887
18.2722492	0.1303259
17.6783028	0.1529498
17.1775799	0.1748942
16.5254421	0.2049504
16.0610847	0.2314916
15.5535269	0.2628573
15.0858612	0.2988935
14.6292133	0.3384883
14.1403904	0.3851276
13.5556984	0.4503007
13.0084705	0.5183886
12.4314890	0.6052593
11.8348961	0.6967782
11.2266207	0.8327502
10.4806004	0.9940076
9.9734859	1.1452661
9.2625103	1.3829508
8.6476250	1.6157490
7.9906416	1.9013681
7.4504671	2.1779783
6.8219166	2.5196419
6.2824035	2.8585303
5.6128602	3.2910056
4.8641973	3.8284950
4.0747619	4.3282390
3.4237316	4.6237564
2.6071887	4.6512961
2.0579772	4.2440543
1.7794058	3.8292201
1.5103102	3.3366747
1.2883772	2.8238130
1.1590090	2.4477887
0.9615404	1.9691346
0.8550923	1.7013448
0.8081493	1.4284860
0.6944277	1.1971992
0.6322778	0.9991676
0.5491915	0.8340195
0.5220835	0.6804995
0.4542034	0.5540143
0.3953594	0.4558369
0.3704551	0.3740030
0.3334297	0.3117580
0.2831809	0.2558675
0.2582773	0.2095337
0.2459353	0.1666210
0.1943642	0.1207996
0.1809206	0.0956146
0.1840056	0.0786168
0.1639504	0.0632485
0.1635094	0.0531210
0.1721046	0.0444931
0.1610856	0.0364888
0.1833445	0.0287509
0.1879726	0.0237281
0.1319942	0.0193427
0.1304510	0.0157450
0.0940867	0.0128791
0.1200931	0.0103935
